DATAFLOW,LAST UPDATE,freq,unit,airpol,src_crf,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Energy,Slovakia,2023,23.97241,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2014,49.87439,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2015,51.64964,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2016,52.89656,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2017,54.56007,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2018,53.21426,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2019,53.62311,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2020,48.73721,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2021,50.5866,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2022,47.08551,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Austria,2023,43.15917,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2014,81.2978,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2015,85.34012,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2016,83.58245,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2017,83.11723,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2018,83.68286,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2019,84.01491,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2020,76.47896,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2021,79.55283,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2022,74.58585,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Belgium,2023,71.41349,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2014,40.93382,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2015,43.14366,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2016,39.95624,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2017,42.08602,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2018,38.66987,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2019,37.60048,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2020,32.2744,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2021,38.02755,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2022,42.29075,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Bulgaria,2023,30.59152,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2014,5.94121,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2015,6.06148,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2016,6.45046,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2017,6.52752,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2018,6.45331,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2019,6.50489,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2020,5.99602,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2021,6.04855,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2022,6.16495,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Cyprus,2023,6.22225,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2014,91.72727,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2015,92.87038,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2016,94.57803,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2017,95.69986,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2018,93.82522,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2019,89.23218,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2020,80.60816,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2021,84.30689,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2022,83.72863,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Czechia,2023,74.23766,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2014,742.31036,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2015,751.87198,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2016,747.41643,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2017,730.22724,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2018,706.73016,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2019,658.91417,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2020,600.37447,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2021,628.6037,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2022,622.85561,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Germany,2023,552.77071,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2014,35.85032,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2015,33.4393,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2016,35.0042,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2017,32.67025,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2018,32.64727,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2019,29.13358,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2020,26.37396,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2021,27.59254,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2022,26.59851,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Denmark,2023,24.27397,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2014,18.28253,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2015,15.47964,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2016,17.15295,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2017,18.19346,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2018,17.38816,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2019,11.88122,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2020,9.07908,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2021,10.2626,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2022,11.85819,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Estonia,2023,8.64613,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2014,72.44868,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2015,69.21362,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2016,65.34249,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2017,68.48149,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2018,65.56984,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2019,59.75363,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2020,50.45599,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2021,52.40577,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2022,53.22453,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Greece,2023,47.54676,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2014,229.83461,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2015,245.49893,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2016,235.0846,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2017,249.57717,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2018,244.14804,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2019,227.85062,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2020,190.73164,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2021,206.92754,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2022,213.75913,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Spain,2023,196.18995,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2014,2771.96384,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2015,2830.76603,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2016,2827.87322,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2017,2843.12019,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2018,2776.56112,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2019,2640.73227,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2020,2379.7244,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2021,2540.73958,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2022,2497.9699,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,European Union - 27 countries (from 2020),2023,2264.95932,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2014,43.30583,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2015,39.75369,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2016,42.42959,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2017,39.97878,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2018,41.02521,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2019,38.04459,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2020,33.55204,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2021,33.32978,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2022,32.03047,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Finland,2023,27.66728,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2014,297.66891,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2015,303.95168,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2016,307.30789,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2017,308.84198,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2018,293.86099,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2019,288.4222,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2020,257.42606,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2021,279.97825,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2022,271.10229,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,France,2023,249.18462,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2014,15.15579,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2015,15.5282,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2016,15.95385,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2017,16.26244,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2018,15.38644,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2019,15.45166,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2020,14.51305,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2021,15.20248,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2022,15.76556,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Croatia,2023,16.59284,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Hungary,2014,38.89423,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Hungary,2015,41.39593,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Hungary,2016,42.22464,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Hungary,2017,43.85163,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Hungary,2018,43.64201,,
ESTAT:ENV_AIR_GGE$DEFAULTVIEW(1.0),08-05-2025 23:00,Annual,Million tonnes,Carbon dioxide,Fuel combustion - sectoral approach,Hungary,2019,43.57249,,
